douyu(ljk播放器),#genre#
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8zzhed
数码时代,http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/720p.m3u8zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/360p.m3u8zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8zzhed
金华新闻综合,http://live.plus.jinhua.com.cn/xwzh/playlist.m3u8zzhed
金华教育科技,http://live.plus.jinhua.com.cn/jykj/playlist.m3u8zzhed
金华公共频道,http://live.plus.jinhua.com.cn/jjsh/playlist.m3u8zzhed
金华都市农村,http://live2.plus.jinhua.com.cn/dsnc/playlist.m3u8zzhed
舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8zzhed
舟山公共生活,http://live1.plus.wifizs.cn/ggsh/sd/live.m3u8zzhed
舟山群岛旅游,http://live1.plus.wifizs.cn/qdly/sd/live.m3u8zzhed
湖州新闻综合,http://live.plus.hugd.com/xwzhpd/sd/live.m3u8zzhed
湖州公共民生,http://live1.plus.hugd.com/ggpd1/sd/live.m3u8zzhed
湖州文化娱乐,http://live.plus.hugd.com/whylpd/sd/live.m3u8zzhed
嘉兴新闻综合,http://pluslive.jiaxingren.com/xwzh/sd/live.m3u8zzhed
温州新闻综合,rtmp://livetv.dhtv.cn/live/newszzhed
温州经济科教,rtmp://livetv.dhtv.cn/live/financialzzhed
温州都市生活,rtmp://livetv.dhtv.cn/live/citylifezzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8zzhed
淳安电视台,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8zzhed
淳安电视台,https://wtmtylive.yunshicloud.com/tbziu1/ad592j.m3u8zzhed
桐庐综合频道,http://livetongl.chinamcache.com/live/tlzb01.m3u8txSecret=2ee28a051ebfb1b0771869a7d652d4a9&txTime=639a8391zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8zzhed
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8zzhed
德清新闻综合,http://live.yingxi.tv/channel1/sd/live.m3u8zzhed
德清文化生活,http://live.yingxi.tv/channel2/sd/live.m3u8zzhed
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8zzhed
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8zzhed
泰顺新闻综合,http://taishun.news01.yunshanit.com/720p/StreamName.m3u8zzhed
文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8zzhed
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8zzhed
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8zzhed
建德综合频道,http://livejdrmt.chinamcache.com/live/jdzb02.m3u8zzhed
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8zzhed
奉化新闻综合,http://live1.fhtv.net.cn/zhzb/sd/live.m3u8zzhed
奉化生活娱乐,http://live1.fhtv.net.cn/shys/sd/live.m3u8zzhed
镇海先锋影院,http://pluslive.zhxww.net/channel2/sd/live.m3u8zzhed
海盐新闻频道,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8zzhed
海盐新闻频道,http://stream.ihytv.com/xwpd/sd/live.m3u8zzhed
海盐新闻频道,http://lived.dmqhyadmin.com/ds/sd/live.m3u8zzhed
桐乡新闻综合,http://live.txcmapp.com/tszh1/sd/live.m3u8zzhed
鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8zzhed
鄞州一套,rtmp://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843key=45094b1e7cf81765zzhed
鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8zzhed
鄞州二套,rtmp://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936key=ac13899c93ebee41zzhed
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8zzhed
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8zzhed
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8zzhed
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8zzhed
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8zzhed
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8zzhed
庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8zzhed
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8zzhed
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8zzhed
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8zzhed
北仑电视台,http://play-sh.quklive.com/live/1626327731714170.m3u8zzhed
田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8zzhed
福建,#genre#
东南,http://39.135.32.24:6610/000000001000/1000000002000009263/1.m3u8xtkgzfud
厦门卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-xiamenstv/1.m3u8IASHttpSessionId=OTTzfud
厦门卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225823/index.m3u8servicetype=1&IASHttpSessionId=OTTzfud
厦门卫视,http://39.135.138.58:18890/ysten-businessmobile/live/SD-4000k-576P-xiamenstv/1.m3u8zfud
厦门卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226199/index.m3u8zfud
福建综合,http://p2.weizan.cn/11844069/132114573749498521/live.m3u8zfud
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8zfud
福州影院,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8zfud
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8zfud
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8zfud
龙岩新闻综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8zfud
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8zfud
龙岩公共频道,http://stream.lytv.net.cn/1/sd/live.m3u8zfud
三明新闻综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8zfud
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8zfud
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8zfud
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8zfud
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8fujian
建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8zfud
宁化电视一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8fujian
永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8fujian
霞浦综合频道,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8zfud
永泰综合,http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8fujian
德化新闻综合,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8zfud
晋江电视台,http://stream.jinjiang.tv/1/sd/live.m3u8zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8zfud
江苏,#genre#
江苏,http://39.135.32.24:6610/000000001000/1000000001000004684/1.m3u8xtkgzjiangsd
优漫卡通,http://39.135.32.10:6610/000000001000/SD-4000k-576P-youmankaton/1.m3u8IASHttpSessionId=OTTzjiangsd
优漫卡通,http://39.135.32.6:6610/PLTV/77777777/224/3221225791/index.m3u8servicetype=1&IASHttpSessionId=OTTzjiangsd
优漫卡通,http://39.134.65.130/PLTV/88888888/224/3221225556/1.m3u8zjiangsd
优漫卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8zjiangsd
优漫卡通,http://39.135.138.58:18890/ysten-businessmobile/live/youmankaton/1.m3u8zjiangsd
优漫卡通,http://39.134.65.132/PLTV/88888888/224/3221225556/1.m3u8zjiangsd
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225795/1.m3u8zjiangsd
优漫卡通,http://111.63.117.13:6060/030000001000/G_YOUMAN/G_YOUMAN.m3u8zjiangsd
江苏靓妆,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225509/2/index.m3u8fmt=ts2hlszjiangsd
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/500k.m3u8zjiangsd
南京教科,http://live.nbs.cn/channels/njtv/jkpd/500k.m3u8zjiangsd
南京生活,http://live.nbs.cn/channels/njtv/shpd/500k.m3u8zjiangsd
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8zjiangsd
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8zjiangsd
南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8zjiangsd
苏州新闻综合,https://liveshowbak2.kan0512.com/norecord/ncsztv1_sd/playlist.m3u8zjiangsd
苏州社会经济,https://liveshowbak2.kan0512.com/norecord/ncsztv2_sd/playlist.m3u8zjiangsd
苏州文化生活,https://liveshowbak2.kan0512.com/norecord/ncsztv3_sd/playlist.m3u8zjiangsd
苏州电影娱乐,https://liveshowbak2.kan0512.com/norecord/ncsztv4_sd/playlist.m3u8zjiangsd
苏州生活资讯,https://liveshowbak2.kan0512.com/norecord/ncsztv5_sd/playlist.m3u8zjiangsd
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8zjiangsd
南通新闻综合,http://cm.wshls.homecdn.com/live/7cc9.m3u8zjiangsd
南通新闻综合,http://cm.wshls.homecdn.com/live/7cc9.flvzjiangsd
南通都市生活,http://cm.wshls.homecdn.com/live/7cc7.m3u8zjiangsd
南通都市生活,http://cm.wshls.homecdn.com/live/7cc7.flvzjiangsd
南通影院娱乐,http://cm.wshls.homecdn.com/live/7cc5.m3u8zjiangsd
南通影院娱乐,http://cm.wshls.homecdn.com/live/7cc5.flvzjiangsd
南通崇川综合,http://cm.wshls.homecdn.com/live/7cc1.m3u8zjiangsd
南通崇川综合,http://cm.wshls.homecdn.com/live/7cc1.flvzjiangsd
盐城新闻综合,http://stream.0515yc.cn/yctv1/playlist.m3u8zjiangsd
盐城法制生活,http://stream.0515yc.cn/yctv2/playlist.m3u8zjiangsd
盐城城市公共,http://stream.0515yc.cn/yctv3/playlist.m3u8zjiangsd
无锡新闻综合,http://m.m3u8.wifiwx.com/live/wifiwx-239.m3u8zjiangsd
无锡娱乐,http://m.m3u8.wifiwx.com/live/wifiwx-243.m3u8zjiangsd
无锡都市资讯,http://m.m3u8.wifiwx.com/live/wifiwx-240.m3u8zjiangsd
无锡生活,http://m.m3u8.wifiwx.com/live/wifiwx-244.m3u8zjiangsd
无锡经济,http://m.m3u8.wifiwx.com/live/wifiwx-245.m3u8zjiangsd
泰州新闻综合,rtmp://live.mytaizhou.net:9935/live/xwzh_sdzjiangsd
泰州经济生活,rtmp://live.mytaizhou.net:9935/live/jjsh_sdzjiangsd
泰州影院娱乐,rtmp://live.mytaizhou.net:9935/live/ysyl_sdzjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8zjiangsd
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8zjiangsd
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8zjiangsd
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8zjiangsd
江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8zjiangsd
六合新闻综合,https://p6.vzan.com/720020/626981218629939023/live.m3u8zjiangsd
溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8zjiangsd
宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8zjiangsd
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8zjiangsd
淮阴影院频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8zjiangsd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8zjiangsd
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8zjiangsd
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8zjiangsd
海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8zjiangsd
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8zjiangsd
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8zjiangsd
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8zjiangsd
句容影院频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8zjiangsd
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8zjiangsd
常熟新闻频道,http://play-live.21cs.cn/tv_channel/cstv1.m3u8auth_key=1592026485-f871ffb1e3b646d59dba799b1e6f3d61-0-53bbc432233cf87b39a6ec67a23981c3zjiangsd
常熟民生频道,http://play-live.21cs.cn/tv_channel/cstv2.m3u8auth_key=1608898309-c151073d455d41568920a185f794ce70-0-24c93261a31cc28cf1ae2aced18ae008zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8zjiangsd
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8zjiangsd
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8zjiangsd
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8zjiangsd
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8zjiangsd
扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8zjiangsd
扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8zjiangsd
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8zjiangsd
靖江新闻综合,rtmp://visit.jjbctv.com:1935/live/xwzhpczjiangsd
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8zjiangsd
靖江新闻综合,rtmp://visit.jjbctv.com:1935/live/xwzhmbzjiangsd
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8zjiangsd
仪征新闻综合,http://yizheng-tv-hls.cm.jstv.com/yizheng-tv/yzxwzh.m3u8zjiangsd
仪征生活频道,http://yizheng-tv-hls.cm.jstv.com/yizheng-tv/yzshsh.m3u8zjiangsd
贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8zjiangsd
贾汪旅游频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8zjiangsd
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8zjiangsd
财富天下,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226350/1.m3u8zjiangsd
江西,#genre#
江西,http://39.135.32.24:6610/000000001000/1000000001000013731/1.m3u8xtkgzjiangxd
江西都市,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8zjiangxd
江西都市,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225584/2/index.m3u8fmt=ts2hlszjiangxd
江西经济生活,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3.m3u8zjiangxd
江西经济生活,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8zjiangxd
江西经济生活,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225580/2/index.m3u8fmt=ts2hlszjiangxd
江西影旅游,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8zjiangxd
江西影旅游,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225579/2/index.m3u8fmt=ts2hlszjiangxd
江西公共农业,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8zjiangxd
江西公共农业,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225578/2/index.m3u8fmt=ts2hlszjiangxd
江西新闻,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8zjiangxd
江西新闻,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225576/2/index.m3u8fmt=ts2hlszjiangxd
江西移动电视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8zjiangxd
江西陶瓷,http://local.live.jxtvcn.com.cn/live-jxtv/tv_taoci.m3u8zjiangxd
江西教育,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221226197/2/index.m3u8fmt=ts2hlszjiangxd
南昌新闻综合,http://39.135.138.58:18890/PLTV/88888888/224/3221226223/index.m3u8zjiangxd
南昌都市,http://39.135.138.58:18890/PLTV/88888888/224/3221226226/index.m3u8zjiangxd
南昌资讯政法,http://39.135.138.58:18890/PLTV/88888888/224/3221226228/index.m3u8zjiangxd
南昌公共,http://39.135.138.58:18890/PLTV/88888888/224/3221226231/index.m3u8zjiangxd
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8zjiangxd
新余公共频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8zjiangxd
新余教育频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8zjiangxd
吉安新闻综合,http://stream.ijatv.com/jatv1/hd/live.m3u8zjiangxd
吉安公共,http://stream.ijatv.com/jatv2/hd/live.m3u8zjiangxd
上饶新闻综合,http://live.0793.tv/srtv1/sd/live.m3u8zjiangxd
上饶公共,http://live.0793.tv/srtv2/sd/live.m3u8zjiangxd
赣州新闻综合,http://pl1.cloud.dayang.com.cn/live/10062_nfeG7l.m3u8zjiangxd
赣州公共频道,http://pl1.cloud.dayang.com.cn/live/10062_Naq1lu.m3u8zjiangxd
赣州教育频道,http://pl1.cloud.dayang.com.cn/live/10062_ojZz8U.m3u8zjiangxd
崇义综合频道,http://live.mudu.tv/watch/52dbfz.m3u8zjiangxd
瑞金综合频道,http://live.mudu.tv/watch/u2udf0.m3u8zjiangxd
信丰综合频道,https://hwplay-hls.myun.tv/live/loy679o0.m3u8zjiangxd
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8zjiangxd
玉山新闻综合,http://tv.yszc.com.cn/rmt/live.m3u8zjiangxd
崇仁综合频道,http://live.mudu.tv/watch/23ejte.m3u8zjiangxd
东乡区综合频道,http://live.mudu.tv/watch/hnkexb.m3u8zjiangxd
永新电视一套,http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8zjiangxd
甘肃,#genre#
甘肃,http://39.135.32.10:6610/000000001000/SD-4000k-576P-gansustv/1.m3u8IASHttpSessionId=OTTzgand
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8gansu
白银公共,http://live.bygd.cn/bygg/sd/live.m3u8zgand
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8zgand
甘南藏语,http://pili-live-hls.hfmt.net/gntv/gnzytv.m3u8zgand
平凉新闻综合,http://39.134.32.102:6610/270000001111/1110000021/index.m3u8IASHttpSessionId=OTTzgand
平凉公共,http://39.134.32.102:6610/270000001111/1110000020/index.m3u8IASHttpSessionId=OTTzgand
酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8zgand
酒泉公共,http://stream.gsjqtv.com/pd2/sd/live.m3u8zgand
敦煌综合,http://39.134.32.102:6610/270000001111/1110000028/index.m3u8IASHttpSessionId=OTTzgand
张掖新闻综合,http://39.134.32.102:6610/270000001111/1110000025/index.m3u8IASHttpSessionId=OTTzgand
张掖公共,http://39.134.32.102:6610/270000001111/1110000026/index.m3u8IASHttpSessionId=OTTzgand
天水新闻综合,http://39.134.32.102:6610/270000001111/1110000185/index.m3u8IASHttpSessionId=OTTzgand
天水公共,http://39.134.32.102:6610/270000001111/1110000186/index.m3u8IASHttpSessionId=OTTzgand
金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8zgand
武威新闻,http://39.134.32.102:6610/270000001111/1110000174/index.m3u8IASHttpSessionId=OTTzgand
武威凉州,http://39.134.32.102:6610/270000001111/1110000173/index.m3u8IASHttpSessionId=OTTzgand
景泰综合,http://39.134.32.102:6610/270000001111/1110000132/index.m3u8IASHttpSessionId=OTTzgand
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8zgand
靖远综合,http://39.134.32.102:6610/270000001111/1110000183/index.m3u8IASHttpSessionId=OTTzgand
漳县新闻综合,http://39.134.32.102:6610/270000001111/1110000011/index.m3u8IASHttpSessionId=OTTzgand
成县综合,http://39.134.32.102:6610/270000001111/1110000019/index.m3u8IASHttpSessionId=OTTzgand
民乐新闻,http://39.134.32.102:6610/270000001111/1110000023/index.m3u8IASHttpSessionId=OTTzgand
肃北综合,http://39.134.32.102:6610/270000001111/1110000017/index.m3u8IASHttpSessionId=OTTzgand
临洮综合,https://play.kankanlive.com/live/1638428318510977.m3u8zgand
临洮综合,http://39.134.32.102:6610/270000001111/1110000139/index.m3u8IASHttpSessionId=OTTzgand
玉门综,http://39.134.32.102:6610/270000001111/1110000125/index.m3u8IASHttpSessionId=OTTzgand
金川综合,http://39.134.32.102:6610/270000001111/1110000181/index.m3u8IASHttpSessionId=OTTzgand
永昌综合,http://39.134.32.102:6610/270000001111/1110000178/index.m3u8IASHttpSessionId=OTTzgand
庆城综合,http://39.134.32.102:6610/270000001111/1110000156/index.m3u8IASHttpSessionId=OTTzgand
陇西综合,http://39.134.32.102:6610/270000001111/1110000177/index.m3u8IASHttpSessionId=OTTzgand
岷县综合,http://39.134.32.102:6610/270000001111/1110000130/index.m3u8IASHttpSessionId=OTTzgand
通渭综合,https://play.kankanlive.com/live/1629944062210970.m3u8zgand
渭源新闻,http://p2bj.weizan.cn/1334496652/224253674017686826/live.m3u8zgand
迭部综合,http://39.134.32.102:6610/270000001111/1110000154/index.m3u8IASHttpSessionId=OTTzgand
碌曲综合,http://pili-live-hls.hfmt.net/gntv/lqtv.m3u8zgand
玛曲综合,http://39.134.32.102:6610/270000001111/1110000165/zgand.m3u8IASHttpSessionId=OTTgansu
卓尼综合,http://pili-live-hls.hfmt.net/gntv/zntv.m3u8zgand
舟曲新闻,http://pili-live-hls.hfmt.net/gntv/zqtv.m3u8zgand
舟曲新闻,http://39.134.32.102:6610/270000001111/1110000169/index.m3u8IASHttpSessionId=OTTzgand
瓜州综合,http://39.134.32.102:6610/270000001111/1110000027/index.m3u8IASHttpSessionId=OTTzgand
金塔综合,http://39.134.32.102:6610/270000001111/1110000124/index.m3u8IASHttpSessionId=OTTzgand
徽县综合,http://39.134.32.102:6610/270000001111/1110000015/index.m3u8IASHttpSessionId=OTTzgand
武都综合,http://39.134.32.102:6610/270000001111/1110000012/index.m3u8IASHttpSessionId=OTTzgand
西和综合,http://39.134.32.102:6610/270000001111/1110000137/index.m3u8IASHttpSessionId=OTTzgand
永靖综合,http://39.134.32.102:6610/270000001111/1110000151/index.m3u8IASHttpSessionId=OTTzgand
崇信综合,http://39.134.32.102:6610/270000001111/1110000179/index.m3u8IASHttpSessionId=OTTzgand
华亭综合,http://39.134.32.102:6610/270000001111/1110000148/index.m3u8IASHttpSessionId=OTTzgand
泾川综合,http://39.134.32.102:6610/270000001111/1110000143/index.m3u8IASHttpSessionId=OTTzgand
静宁综合,http://39.134.32.102:6610/270000001111/1110000147/index.m3u8IASHttpSessionId=OTTzgand
崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8gansu
灵台综合,http://39.134.32.102:6610/270000001111/1110000145/index.m3u8IASHttpSessionId=OTTzgand
华池综合,http://39.134.32.102:6610/270000001111/1110000158/index.m3u8IASHttpSessionId=OTTzgand
环县综合,http://39.134.32.102:6610/270000001111/1110000180/index.m3u8IASHttpSessionId=OTTzgand
西峰综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/xifeng/123456.m3u8zgand
